180****1683,"""862679038018071"""
153****2908,"""866957030774792"""
153****7001,"""862964035506538"""
180****7571,"""99001008042135"""
180****6440,"""99001235119400"""
199****2779,"""865555031940627"""
180****6932,"""A100004E6E93C5"""
173****1212,"""863957042812153"""
180****6205,"""867138035916634"""
133****1916,"""866935031111750"""
177****8180,"""A0000089798019"""
133****8777,"""865763039832677"""
173****5519,"""865159044969267"""
153****8123,"""A1000055C1A4A2"""
199****7259,"""864315035362935"""
189****2469,"""865334038191711"""
181****0179,0
189****2824,"""860797034128322"""
153****4123,"""99000663262838"""
133****2181,"""a000004fb56c50"""
151****8895,"""A000008ABDF424"""
189****6866,"""A100004DDC78C2"""
181****3388,"""A00000851B48CC"""
180****8588,"""A00000485160C8"""
180****4151,0
153****6967,"""863904034585132"""
189****5146,"""99000864042378"""
173****7194,"""869247034392628"""
171****1764,"""866982033945926"""
133****9299,"""866320030492818"""
133****2444,"""A00000718D0154"""
157****2230,"""862231030743874"""
153****2321,"""A100004E676063"""
199****2166,0
189****6355,"""A0000064169714"""
189****8828,"""862911037394223"""
199****1916,"""863095036725782"""
133****6533,"""861413031129839"""
133****7876,"""A000005699701C"""
133****7111,"""869741048721988"""
180****9276,"""A100004C193AD6"""
181****1954,"""99000862036597"""
153****8081,0
133****2008,"""86447803020012"""
180****2588,"""867667039600463"""
173****8405,"""865296031476193"""
199****0081,"""868551032089487"""
153****0105,"""A0000070497D48"""
177****3130,0
199****0645,"""869677032287885"""
180****8966,"""A100004811D086"""
173****3149,"""862078040469986"""
181****9767,"""869618020683800"""
181****6956,"""867367038962192"""
189****0720,"""864326034331151"""
153****2882,"""864678034628287"""
153****0135,"""865297032553519"""
199****6162,"""868765030753882"""
189****8368,"""865856041718593"""
189****7133,"""864351048883310"""
189****5268,"""A000006146C33F"""
133****0768,"""99001123376230"""
181****7799,"""865861049259418"""
189****2956,"""A0000055E563A1"""
189****7257,0
199****7875,"""A000005E0BCA66"""
133****8982,"""866572033872822"""
153****5566,"""868427039261777"""
153****4823,"""A100004C636A05"""
181****6578,"""864128038332882"""
189****8886,"""867535034500329"""
181****3257,"""869940034992039"""
199****7932,"""863444030078220"""
133****5538,"""866354036474660"""
189****8229,"""354039070461165"""
153****2076,"""866642030104584"""
189****5810,"""864277036609963"""
133****5367,"""868990049908539"""
173****8658,"""868973040899535"""
153****0793,0
133****0582,"""869464032808758"""
133****6981,"""867216035899792"""
153****6200,"""A0000063EDDC6E"""
180****3466,"""862565043072627"""
185****5878,"""867821033123069"""
153****6189,"""866123031123998"""
180****8687,"""869515032021138"""
177****9820,"""A000006EDA3C28"""
133****3750,"""868648037224711"""
189****1791,"""866228043550185"""
173****9512,0
173****1887,"""863026036079995"""
133****6222,"""862669039679468"""
173****5561,"""862720034513358"""
177****5689,"""A1000058D6573C"""
189****6065,"""A10000507D18EE"""
177****5563,"""354732084591882"""
189****2691,"""A000008569E717"""
189****0569,0
181****0217,"""A0000064E2097B"""
177****8292,0
180****9990,"""862265033117769"""
133****9118,0
138****6098,"""862918036082196"""
133****3229,"""860187041185772"""
180****5697,"""868981034184012"""
189****7859,"""99000310710711"""
181****9515,"""353114081926638"""
153****6598,"""861309031093712"""
199****3448,"""A00000712F0EE9"""
181****7607,"""868034030908305"""
180****5108,"""864230036693149"""
181****9092,"""A00000568D7217"""
199****2134,"""862467038802995"""
177****2657,"""865729032777037"""
189****3303,"""868362034275334"""
180****5470,"""863954030316909"""
133****3626,"""865227039589059"""
173****6393,"""863042037253968"""
153****6331,"""869704034467594"""
189****2750,"""A000006E8FE0E2"""
173****2883,"""86751703679573"""
133****9138,"""A000008569E717"""
133****5414,"""a0000059a95914"""
173****6839,"""A1000060E3E397"""
153****0697,0
133****4526,"""A000005E8C0B6A"""
199****1327,"""865741040618970"""
139****1029,0
157****2968,"""862991035771788"""
177****6826,"""A0000060AFCCA1"""
199****8137,"""866822033583220"""
136****6886,"""99001062690959"""
180****1890,"""864162034416092"""
180****4943,"""355300076621585"""
180****8905,"""866636033910294"""
189****8773,"""A000007326632F"""
133****5505,0
177****7567,0
177****0748,0
133****3972,"""867960030369067"""
189****6739,"""864225032106732"""
180****1890,"""868034030908305"""
180****3331,"""A0000087A38F39"""
133****1315,"""866228048978340"""
153****7695,"""860718034094025"""
177****0010,"""866419032238219"""
181****2652,"""866413032644625"""
177****0054,"""863897049514099"""
173****8653,"""868548032764291"""
153****0430,"""865132030225952"""
189****5280,"""862855046279893"""
133****0181,"""867548041453192"""
177****6672,"""355905072229595"""
199****1587,"""359583073468656"""
181****0662,"""A000008768A290"""
180****8359,"""869705033624572"""
158****3601,"""862505035359764"""
133****8117,"""861962034099340"""
189****9508,"""A0000073886DE7"""
133****1695,"""862986031963033"""
181****8207,"""A0000091175995"""
153****0673,0
199****1986,"""A0000074231A2D"""
199****8173,0
153****1087,"""866419030570746"""
133****3090,"""A0000074448B2C"""
153****2877,"""866149039957756"""
133****1055,"""352709082574591"""
181****5818,"""A0000086C3D1DF"""
153****4773,"""866952037909392"""
181****0761,0
177****8391,"""99000479769845"""
177****8332,0
135****3676,"""868551030127784"""
177****5188,"""A0000074BEBE0D"""
189****0216,0
189****1908,"""A00000747D57D1"""
180****4860,"""864821034732382"""
153****6375,"""868510037230108"""
153****7513,0
130****4253,"""354281051452413"""
153****5988,0
173****0926,"""864751038523315"""
173****4433,"""864646035993752"""
177****3046,0
199****6119,"""A10000555A76E4"""
180****0712,"""867540035071247"""
133****9138,"""A1000037D43823"""
180****4068,0
180****3226,0
181****6659,"""864248030457188"""
177****0703,"""A100005258C079"""
133****8809,"""A1000054588626"""
181****0471,"""862941039718277"""
180****5551,"""99001217258749"""
173****6032,0
189****6111,0
173****5839,"""865226036072184"""
180****0863,0
181****5218,"""A0000064FA7E57"""
155****8583,0
180****0011,"""A000008761F0EB"""
137****0203,0
153****0153,"""A000007466C3B2"""
133****7575,"""861594047615083"""
181****4065,"""865224037924164"""
189****7826,"""863272037823938"""
153****7603,"""A10000FD143EB0"""
181****1589,"""867365039095509"""
189****6768,"""35821107185815"""
153****0858,"""863336036654022"""
181****4860,"""99001126519066"""
181****7773,0
180****3000,"""A100005FCD39A8"""
180****6172,"""864351045962109"""
181****5007,"""99001064936743"""
189****1617,"""862784037653116"""
182****9078,"""A00000706563AA"""
133****5467,"""A000008984824A"""
189****7835,0
180****6038,"""864031038347118"""
131****5999,0
189****2200,"""a00000590c88be"""
189****9802,"""862337030682705"""
153****1789,0
153****4981,"""865836034312083"""
153****8818,"""99000709918791"""
181****5831,"""869352030171990"""
133****7444,"""A00000888D5B88"""
177****3309,"""863239042716290"""
153****5650,0
180****1945,0
